GEOID	County	Population5YearsAndOver	SpeakALanguageOtherThanEnglish	Spanish	IndoEuropean	AsianPacificIsland	Other
US13093	"Dooly County, Georgia"	13188	772	768	2	2	0
US13095	"Dougherty County, Georgia"	83729	3220	2007	488	473	252
US13097	"Douglas County, Georgia"	134320	16428	11377	2426	1359	1266
US13099	"Early County, Georgia"	9638	75	73	0	2	0
US13101	"Echols County, Georgia"	3806	802	782	0	0	20
US13103	"Effingham County, Georgia"	56321	2670	1716	631	307	16
US13105	"Elbert County, Georgia"	18023	976	851	94	31	0
US13107	"Emanuel County, Georgia"	20951	956	830	100	13	13
US13109	"Evans County, Georgia"	9939	1194	1080	25	88	1
US13111	"Fannin County, Georgia"	24389	675	455	203	5	12
US13113	"Fayette County, Georgia"	107224	13365	6156	3829	2585	795
US13115	"Floyd County, Georgia"	91501	9396	7317	1245	671	163
US13117	"Forsyth County, Georgia"	214525	48252	17013	13504	15918	1817
US13119	"Franklin County, Georgia"	21389	1335	869	195	227	44
US13121	"Fulton County, Georgia"	974271	155513	60468	42356	37422	15267
US13123	"Gilmer County, Georgia"	28811	2961	2393	150	125	293
US13125	"Glascock County, Georgia"	2871	11	1	3	0	7
US13127	"Glynn County, Georgia"	79546	5730	3943	1115	475	197
US13129	"Gordon County, Georgia"	53862	8374	7756	488	130	0
US13131	"Grady County, Georgia"	23457	2534	2336	84	114	0
US13133	"Greene County, Georgia"	16440	1017	864	141	12	0
US13135	"Gwinnett County, Georgia"	853929	302006	163159	53118	63223	22506
US13137	"Habersham County, Georgia"	42020	6739	5623	109	867	140
US13139	"Hall County, Georgia"	185566	53198	48529	2357	2104	208
US13141	"Hancock County, Georgia"	8183	213	159	46	0	8
US13143	"Haralson County, Georgia"	27388	372	234	124	14	0
US13145	"Harris County, Georgia"	32404	1615	922	556	136	1
US13147	"Hart County, Georgia"	24404	1263	827	267	72	97
US13149	"Heard County, Georgia"	11080	271	186	65	20	0
US13151	"Henry County, Georgia"	212373	21788	11841	5475	3522	950
US13153	"Houston County, Georgia"	143203	13465	7144	2448	3199	674
US13155	"Irwin County, Georgia"	8897	291	233	20	38	0
US13157	"Jackson County, Georgia"	63436	5340	3754	640	880	66
US13159	"Jasper County, Georgia"	13143	491	449	16	26	0
US13161	"Jeff Davis County, Georgia"	14009	1042	1013	10	16	3
US13163	"Jefferson County, Georgia"	14668	642	552	52	38	0
US13165	"Jenkins County, Georgia"	8207	723	527	41	155	0
US13167	"Johnson County, Georgia"	9143	237	112	113	12	0
US13169	"Jones County, Georgia"	27120	460	214	21	211	14
US13171	"Lamar County, Georgia"	17588	487	271	102	18	96
US13173	"Lanier County, Georgia"	9628	157	140	9	0	8
US13175	"Laurens County, Georgia"	44282	1446	1050	227	169	0
US13177	"Lee County, Georgia"	27715	1371	434	309	443	185
US13179	"Liberty County, Georgia"	55087	7054	4594	1160	1112	188
US13181	"Lincoln County, Georgia"	7456	183	166	15	2	0
US13183	"Long County, Georgia"	17291	2135	1676	341	118	0
US13185	"Lowndes County, Georgia"	107207	6189	3873	877	1131	308
US13187	"Lumpkin County, Georgia"	30993	1616	1188	204	224	0
US13189	"McDuffie County, Georgia"	20038	943	413	219	253	58
US13191	"McIntosh County, Georgia"	13698	399	106	290	0	3
US13193	"Macon County, Georgia"	12726	984	457	465	60	2
US13195	"Madison County, Georgia"	27528	1798	1530	136	109	23
US13197	"Marion County, Georgia"	8010	786	740	18	0	28
US13199	"Meriwether County, Georgia"	19852	301	216	47	38	0
US13201	"Miller County, Georgia"	5456	25	6	11	8	0
US13205	"Mitchell County, Georgia"	20953	1537	959	104	384	90
US13207	"Monroe County, Georgia"	25837	775	364	246	107	58
US13209	"Montgomery County, Georgia"	8556	570	459	83	25	3
US13211	"Morgan County, Georgia"	17461	424	322	77	5	20
US13213	"Murray County, Georgia"	37224	4212	4041	96	75	0
US13215	"Muscogee County, Georgia"	181558	15066	8660	3495	2424	487
US13217	"Newton County, Georgia"	101159	6503	4207	1131	682	483
US13219	"Oconee County, Georgia"	36086	3147	1494	558	1023	72
US13221	"Oglethorpe County, Georgia"	14071	713	655	32	26	0
US13223	"Paulding County, Georgia"	149355	10014	6173	2175	728	938
US13225	"Peach County, Georgia"	25674	2102	1773	105	224	0
US13227	"Pickens County, Georgia"	29860	912	704	103	105	0
US13229	"Pierce County, Georgia"	17988	639	509	128	2	0
US13231	"Pike County, Georgia"	17438	327	230	17	80	0
US13233	"Polk County, Georgia"	39055	4697	4407	174	0	116
US13235	"Pulaski County, Georgia"	10676	214	160	24	30	0
US13237	"Putnam County, Georgia"	20705	1325	859	331	102	33
US13239	"Quitman County, Georgia"	2126	160	42	114	4	0
US13241	"Rabun County, Georgia"	15911	1378	1106	240	17	15
US13243	"Randolph County, Georgia"	6568	71	63	8	0	0
US13245	"Richmond County, Georgia"	188087	11979	6283	2783	2289	624
US13247	"Rockdale County, Georgia"	84488	9664	7119	1248	878	419
US13249	"Schley County, Georgia"	4882	78	70	8	0	0
US13251	"Screven County, Georgia"	13118	332	188	72	72	0
US13253	"Seminole County, Georgia"	7873	110	35	0	65	10
US13255	"Spalding County, Georgia"	61348	2518	1944	370	143	61
US13257	"Stephens County, Georgia"	24053	780	545	188	47	0
US13259	"Stewart County, Georgia"	6134	1400	799	251	117	233
US13261	"Sumter County, Georgia"	28214	1740	1136	127	283	194
US13263	"Talbot County, Georgia"	6040	112	65	8	39	0
US13265	"Taliaferro County, Georgia"	1557	86	66	4	12	4
US13267	"Tattnall County, Georgia"	24057	3155	2774	139	52	190
US13269	"Taylor County, Georgia"	7707	344	190	154	0	0
US13271	"Telfair County, Georgia"	15274	1906	1898	4	4	0
US13273	"Terrell County, Georgia"	8188	178	98	1	76	3
US13275	"Thomas County, Georgia"	41814	1784	1434	261	36	53
US13277	"Tift County, Georgia"	37715	4525	3796	330	371	28
US13279	"Toombs County, Georgia"	25066	2988	2712	121	155	0
US13281	"Towns County, Georgia"	11231	370	239	92	30	9
US13283	"Treutlen County, Georgia"	6386	231	223	4	4	0
US13285	"Troup County, Georgia"	65357	3415	1781	767	818	49
US13287	"Turner County, Georgia"	7412	472	333	102	37	0
US13289	"Twiggs County, Georgia"	7799	190	79	110	1	0
US13291	"Union County, Georgia"	22326	837	583	200	54	0
US13293	"Upson County, Georgia"	24468	700	420	268	12	0
US13295	"Walker County, Georgia"	65167	1487	898	253	325	11
US13297	"Walton County, Georgia"	85848	4588	2656	1508	328	96
US13299	"Ware County, Georgia"	33352	1338	834	394	39	71
US13301	"Warren County, Georgia"	5018	67	41	26	0	0
US13303	"Washington County, Georgia"	19290	558	343	173	12	30
US13305	"Wayne County, Georgia"	27809	1560	1245	106	183	26
US13307	"Webster County, Georgia"	2551	245	225	20	0	0
US13309	"Wheeler County, Georgia"	7677	85	85	0	0	0
US13311	"White County, Georgia"	28203	1202	793	245	143	21
US13313	"Whitfield County, Georgia"	97286	30333	28553	974	562	244
US13315	"Wilcox County, Georgia"	8362	434	424	0	0	10
US13317	"Wilkes County, Georgia"	9293	533	470	27	36	0
US13319	"Wilkinson County, Georgia"	8510	209	203	6	0	0
US13321	"Worth County, Georgia"	19260	439	330	10	99	0
US15001	"Hawaii County, Hawaii"	187560	47914	5741	2942	32983	6248
US15003	"Honolulu County, Hawaii"	922126	257108	18070	10716	224377	3945
US15005	"Kalawao County, Hawaii"	65	13	1	0	11	1
US15007	"Kauai County, Hawaii"	67429	13655	814	576	11805	460
US15009	"Maui County, Hawaii"	156072	35654	5896	1647	27466	645
US16001	"Ada County, Idaho"	430126	37379	18426	7886	6926	4141
US16003	"Adams County, Idaho"	3944	137	84	45	8	0
US16005	"Bannock County, Idaho"	79545	5893	2949	988	1046	910
US16007	"Bear Lake County, Idaho"	5589	213	153	11	18	31
US16009	"Benewah County, Idaho"	8609	338	142	98	25	73
US16011	"Bingham County, Idaho"	42349	6221	5263	282	144	532
US16013	"Blaine County, Idaho"	21208	4729	4310	149	169	101
US16015	"Boise County, Idaho"	7138	390	231	103	56	0
US16017	"Bonner County, Idaho"	41486	1084	588	347	149	0
US16019	"Bonneville County, Idaho"	104679	11913	10259	957	538	159
US16021	"Boundary County, Idaho"	11098	388	69	262	10	47
US16023	"Butte County, Idaho"	2429	40	30	10	0	0
US16025	"Camas County, Idaho"	974	17	17	0	0	0
US16027	"Canyon County, Idaho"	201226	37575	33699	2219	1293	364
US16029	"Caribou County, Idaho"	6487	255	241	9	5	0
US16031	"Cassia County, Idaho"	21742	4523	4135	171	152	65
US16033	"Clark County, Idaho"	846	414	402	6	0	6
US16035	"Clearwater County, Idaho"	8362	363	193	64	47	59
US16037	"Custer County, Idaho"	4037	77	71	6	0	0
US16039	"Elmore County, Idaho"	24630	3535	2711	309	473	42
US16041	"Franklin County, Idaho"	12447	479	392	42	13	32
US16043	"Fremont County, Idaho"	12190	1352	1197	53	102	0
US16045	"Gem County, Idaho"	16354	1317	1066	122	105	24
US16047	"Gooding County, Idaho"	14116	3476	3374	55	43	4
US16049	"Idaho County, Idaho"	15640	739	345	143	30	221
US16051	"Jefferson County, Idaho"	26105	2398	2006	102	234	56
US16053	"Jerome County, Idaho"	21700	6509	6316	63	111	19
US16055	"Kootenai County, Idaho"	147913	4883	2622	1392	551	318
US16057	"Latah County, Idaho"	37488	2324	750	601	571	402
US16059	"Lemhi County, Idaho"	7455	146	75	46	1	24
US16061	"Lewis County, Idaho"	3629	139	34	34	18	53
US16063	"Lincoln County, Idaho"	4981	1240	1180	30	24	6
US16065	"Madison County, Idaho"	35253	3865	2368	602	859	36
US16067	"Minidoka County, Idaho"	19125	5535	5444	60	31	0
US16069	"Nez Perce County, Idaho"	37849	1735	563	328	267	577
US16071	"Oneida County, Idaho"	4113	217	209	0	2	6
US16073	"Owyhee County, Idaho"	10792	2361	2285	11	4	61
US16075	"Payette County, Idaho"	21739	3020	2756	53	121	90
US16077	"Power County, Idaho"	7105	1992	1919	15	17	41
US16079	"Shoshone County, Idaho"	11807	523	259	55	50	159
US16081	"Teton County, Idaho"	10699	1544	1441	95	8	0
US16083	"Twin Falls County, Idaho"	78594	11351	8097	1914	795	545
US16085	"Valley County, Idaho"	10227	557	461	92	2	2
US16087	"Washington County, Idaho"	9564	1099	1030	38	31	0
US17001	"Adams County, Illinois"	62020	1281	554	313	332	82
US17003	"Alexander County, Illinois"	5843	47	47	0	0	0
US17005	"Bond County, Illinois"	15900	677	494	104	29	50
US17007	"Boone County, Illinois"	50483	10321	9099	752	390	80
US17009	"Brown County, Illinois"	6332	332	215	101	0	16
US17011	"Bureau County, Illinois"	31430	2378	1810	310	241	17
US17013	"Calhoun County, Illinois"	4586	58	31	24	3	0
US17015	"Carroll County, Illinois"	13696	368	149	133	66	20
US17017	"Cass County, Illinois"	11683	2028	1740	246	5	37
US17019	"Champaign County, Illinois"	198391	34915	9348	8639	15351	1577
US17021	"Christian County, Illinois"	31202	715	382	173	134	26
US17023	"Clark County, Illinois"	14813	264	124	73	60	7
US17025	"Clay County, Illinois"	12543	226	125	81	19	1
US17027	"Clinton County, Illinois"	35541	1458	997	307	147	7
US17029	"Coles County, Illinois"	48975	1880	610	695	392	183
US17031	"Cook County, Illinois"	4876082	1720467	1012973	412738	201166	93590
US17033	"Crawford County, Illinois"	17955	769	424	219	80	46
US17035	"Cumberland County, Illinois"	10152	147	96	26	25	0
US17037	"DeKalb County, Illinois"	98357	11707	7067	2063	1510	1067
US17039	"De Witt County, Illinois"	15075	509	439	54	15	1
US17041	"Douglas County, Illinois"	18294	3031	1009	1934	46	42
US17043	"DuPage County, Illinois"	874210	240332	91818	94020	45336	9158
US17045	"Edgar County, Illinois"	16512	166	75	53	38	0
US17047	"Edwards County, Illinois"	6088	125	68	27	16	14
US17049	"Effingham County, Illinois"	31876	1193	754	231	195	13
US17051	"Fayette County, Illinois"	20380	952	547	258	98	49
US17053	"Ford County, Illinois"	12550	474	338	58	78	0
US17055	"Franklin County, Illinois"	36648	490	256	152	78	4
US17057	"Fulton County, Illinois"	33427	1214	754	373	62	25
US17059	"Gallatin County, Illinois"	4809	53	27	20	6	0
US17061	"Greene County, Illinois"	12466	132	92	36	4	0
US17063	"Grundy County, Illinois"	47542	3681	2800	688	154	39
US17065	"Hamilton County, Illinois"	7729	127	38	89	0	0
US17067	"Hancock County, Illinois"	17017	292	84	135	58	15
US17069	"Hardin County, Illinois"	3824	23	18	5	0	0
US17071	"Henderson County, Illinois"	6481	130	83	45	0	2
US17073	"Henry County, Illinois"	46563	2149	1733	208	197	11
US17075	"Iroquois County, Illinois"	26324	1618	1409	165	21	23
US17077	"Jackson County, Illinois"	54848	4877	1996	1461	1038	382
US17079	"Jasper County, Illinois"	8997	253	124	104	25	0
US17081	"Jefferson County, Illinois"	35582	1596	630	739	162	65
US17083	"Jersey County, Illinois"	20894	356	159	95	67	35
US17085	"Jo Daviess County, Illinois"	20670	681	462	112	88	19
US17087	"Johnson County, Illinois"	11928	425	314	67	44	0
US17089	"Kane County, Illinois"	497298	156358	128443	14936	10287	2692
US17091	"Kankakee County, Illinois"	104104	9741	7918	1163	491	169
US17093	"Kendall County, Illinois"	117363	21439	15074	3358	1991	1016
US17095	"Knox County, Illinois"	47707	3033	1775	637	320	301
US17097	"Lake County, Illinois"	660770	190193	114481	41911	29578	4223
US17099	"LaSalle County, Illinois"	103628	7926	5935	1172	773	46
US17101	"Lawrence County, Illinois"	15250	886	682	105	84	15
US17103	"Lee County, Illinois"	32672	1566	1116	257	138	55
US17105	"Livingston County, Illinois"	34085	1311	911	209	93	98
US17107	"Logan County, Illinois"	27450	1261	779	334	103	45
US17109	"McDonough County, Illinois"	29118	1455	519	525	295	116
US17111	"McHenry County, Illinois"	290796	41193	25774	10019	4414	986
US17113	"McLean County, Illinois"	162297	12827	4660	3287	4566	314
US17115	"Macon County, Illinois"	99025	3430	1668	966	577	219
US17117	"Macoupin County, Illinois"	43171	680	285	190	179	26
US17119	"Madison County, Illinois"	249469	9703	4979	2347	1760	617
US17121	"Marion County, Illinois"	35320	588	248	182	113	45
US17123	"Marshall County, Illinois"	11028	337	205	103	22	7
US17125	"Mason County, Illinois"	12920	214	121	67	26	0
US17127	"Massac County, Illinois"	13428	327	268	8	22	29
US17129	"Menard County, Illinois"	11629	191	100	42	37	12
US17131	"Mercer County, Illinois"	14777	198	90	19	51	38
US17133	"Monroe County, Illinois"	32305	1009	219	377	291	122
US17135	"Montgomery County, Illinois"	27337	549	302	220	24	3
US17137	"Morgan County, Illinois"	32455	1326	685	454	94	93
US17139	"Moultrie County, Illinois"	13683	1522	117	1400	5	0
US17141	"Ogle County, Illinois"	48280	3561	2985	456	109	11
US17143	"Peoria County, Illinois"	170083	13839	5725	3520	3610	984
US17145	"Perry County, Illinois"	20176	748	415	275	58	0
US17147	"Piatt County, Illinois"	15418	447	177	167	89	14
US17149	"Pike County, Illinois"	14704	225	117	42	60	6
US17151	"Pope County, Illinois"	4049	78	38	25	15	0
US17153	"Pulaski County, Illinois"	5230	50	26	20	4	0
US17155	"Putnam County, Illinois"	5482	310	248	52	10	0
US17157	"Randolph County, Illinois"	30695	1304	805	322	130	47
US17159	"Richland County, Illinois"	14715	456	249	110	51	46
US17161	"Rock Island County, Illinois"	134886	18532	11352	2977	2322	1881
US17163	"St. Clair County, Illinois"	245702	13936	6565	4371	2139	861
US17165	"Saline County, Illinois"	22496	770	294	337	105	34
US17167	"Sangamon County, Illinois"	185476	9082	3132	3065	2121	764
US17169	"Schuyler County, Illinois"	6663	234	19	211	4	0
US17171	"Scott County, Illinois"	4762	69	36	22	11	0
US17173	"Shelby County, Illinois"	20573	167	65	49	53	0
US17175	"Stark County, Illinois"	5155	109	59	28	22	0
US17177	"Stephenson County, Illinois"	42554	1600	999	330	222	49
US17179	"Tazewell County, Illinois"	125377	3480	1562	793	1010	115
US17181	"Union County, Illinois"	16033	730	595	61	74	0
US17183	"Vermilion County, Illinois"	72504	3388	2372	386	464	166
US17185	"Wabash County, Illinois"	10827	412	219	145	37	11
US17187	"Warren County, Illinois"	16143	1620	973	238	344	65
US17189	"Washington County, Illinois"	13272	257	114	95	42	6
US17191	"Wayne County, Illinois"	15376	526	133	374	19	0
US17193	"White County, Illinois"	13088	237	130	43	56	8
US17195	"Whiteside County, Illinois"	52829	4074	2773	847	266	188
US17197	"Will County, Illinois"	648683	133152	80948	28383	16960	6861
US17199	"Williamson County, Illinois"	63166	2251	1269	351	512	119
US17201	"Winnebago County, Illinois"	266882	39295	26621	5582	4368	2724
US17203	"Woodford County, Illinois"	36356	719	384	189	139	7
US18001	"Adams County, Indiana"	32007	4725	593	4036	96	0
US18003	"Allen County, Indiana"	346342	38581	17731	8575	10834	1441
US18005	"Bartholomew County, Indiana"	77014	9270	3775	2915	2428	152
US18007	"Benton County, Indiana"	8113	296	269	12	15	0
US18009	"Blackford County, Indiana"	11376	324	142	73	47	62
US18011	"Boone County, Indiana"	61366	3450	1393	753	1217	87
US18013	"Brown County, Indiana"	14481	257	118	18	121	0
US18015	"Carroll County, Indiana"	19012	687	521	120	37	9
US18017	"Cass County, Indiana"	35543	5481	4729	196	451	105
US18019	"Clark County, Indiana"	109165	5973	4215	1021	573	164
US18021	"Clay County, Indiana"	24599	455	285	118	52	0
US18023	"Clinton County, Indiana"	30044	3824	3655	111	58	0
US18025	"Crawford County, Indiana"	9980	118	103	0	11	4
US18027	"Daviess County, Indiana"	30520	6162	1374	4728	60	0
US18029	"Dearborn County, Indiana"	46929	918	463	248	161	46
US18031	"Decatur County, Indiana"	24834	899	306	347	204	42
US18033	"DeKalb County, Indiana"	40234	1263	551	562	64	86
US18035	"Delaware County, Indiana"	109249	3763	1579	823	1290	71
US18037	"Dubois County, Indiana"	39713	2391	2060	321	1	9
US18039	"Elkhart County, Indiana"	189083	36190	24124	10381	1262	423
US18041	"Fayette County, Indiana"	21987	323	211	82	8	22
US18043	"Floyd County, Indiana"	72794	2374	1208	445	656	65
US18045	"Fountain County, Indiana"	15495	542	251	210	57	24
US18047	"Franklin County, Indiana"	21464	492	104	188	174	26
US18049	"Fulton County, Indiana"	18921	1215	803	405	7	0
US18051	"Gibson County, Indiana"	31577	788	373	281	95	39
US18053	"Grant County, Indiana"	62755	1634	975	297	255	107
US18055	"Greene County, Indiana"	30447	508	245	227	36	0
US18057	"Hamilton County, Indiana"	301583	28939	8127	7616	11232	1964
US18059	"Hancock County, Indiana"	70795	2281	1071	761	343	106
US18061	"Harrison County, Indiana"	37659	880	507	200	121	52
US18063	"Hendricks County, Indiana"	154101	9573	3585	3425	1573	990
US18065	"Henry County, Indiana"	45857	870	396	299	137	38
US18067	"Howard County, Indiana"	77358	2717	1433	668	486	130
US18069	"Huntington County, Indiana"	34321	1246	709	415	107	15
US18071	"Jackson County, Indiana"	41130	2991	2002	224	697	68
US18073	"Jasper County, Indiana"	31517	1585	1130	337	111	7
US18075	"Jay County, Indiana"	19381	801	193	461	121	26
